tileswide 42
tileshigh 42
tilewidth 32
tileheight 32

layer 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,21,21,21,21,21,21,21,21,21,21,21,21,22,0,0,0,0,0,7,0,0,4,0,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,0,
0,15,14,14,14,14,14,14,14,14,14,14,14,19,0,0,0,0,0,7,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,
0,15,14,14,14,14,14,14,14,14,14,14,14,19,0,0,0,0,0,7,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,
0,15,14,14,14,14,14,14,14,14,14,14,14,19,0,0,0,0,0,10,0,0,4,0,10,0,5,8,8,8,8,8,8,8,8,8,8,9,0,0,4,0,
0,15,14,14,14,14,14,14,14,14,14,14,14,19,0,0,0,0,0,7,0,0,4,0,10,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,
0,15,14,14,14,14,14,14,14,14,14,14,14,19,0,0,0,0,0,7,0,0,4,0,10,0,4,0,0,16,21,21,21,21,21,22,0,7,0,0,4,0,
0,17,18,18,18,14,14,18,18,18,18,18,18,20,0,0,0,0,0,7,0,0,4,0,10,0,4,0,0,15,14,14,14,14,14,19,0,7,0,0,4,0,
0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,0,4,0,0,15,14,14,14,14,14,19,0,7,0,0,4,0,
0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,0,4,0,0,15,14,14,14,14,14,19,0,7,0,0,4,0,
0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,0,4,0,0,18,18,18,18,18,18,20,0,7,0,0,4,0,
0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,
0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,0,6,12,12,12,12,12,12,12,12,12,12,11,0,0,4,0,
0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,
0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,
0,0,0,0,16,14,14,22,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,23,0,
0,0,0,0,15,14,14,14,22,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,15,14,14,14,14,22,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,15,14,14,14,14,14,22,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,15,14,14,14,14,14,14,22,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,15,14,14,14,14,14,14,19,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,15,14,14,14,14,14,14,19,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,17,18,18,18,18,18,18,20,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,0,0,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
8,8,9,5,8,8,8,9,5,8,8,8,8,8,8,8,8,8,8,9,0,0,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
0,0,7,6,12,12,12,11,4,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,7,0,0,0,0,0,6,12,12,12,12,12,12,12,12,12,12,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,12,11,0,0,0,0,0,0,0,0,5,8,8,8,8,8,8,8,9,0,0,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
0,0,0,0,0,0,0,0,0,0,0,6,12,12,12,12,12,12,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
